 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
474,2,115,328.732,135.597,0,6.138,2.745,9.060,33.133,129.724,0.200
475,2,116,328.092,135.678,0,5.422,2.532,7.837,27.214,102.260,0.200
476,2,117,328.721,135.584,0,5.989,2.723,8.936,32.551,127.095,0.200
477,2,118,328.069,135.668,0,5.364,2.556,7.975,27.876,105.323,0.200
478,2,119,328.065,135.643,0,5.230,2.547,7.926,27.646,104.279,0.200
479,2,120,328.094,135.645,0,5.334,2.529,7.828,27.198,102.314,0.200
480,2,121,328.089,135.587,0,5.217,2.526,7.811,27.130,102.086,0.200
481,2,122,328.089,135.589,0,5.277,2.523,7.794,27.028,101.533,0.200
482,2,123,328.085,135.565,0,5.204,2.519,7.776,26.976,101.425,0.200
483,2,124,328.087,135.559,0,5.166,2.513,7.734,26.743,100.235,0.200
484,2,125,328.740,135.436,0,5.742,2.718,8.908,32.409,126.421,0.200
485,2,126,328.719,135.427,0,5.757,2.723,8.937,32.543,127.013,0.200
486,2,127,328.728,135.375,0,5.695,2.707,8.842,32.069,124.781,0.200
487,2,128,328.069,135.440,0,5.063,2.521,7.778,26.963,101.291,0.200
488,2,129,328.086,135.457,0,5.066,2.515,7.747,26.808,100.585,0.200
489,2,130,328.094,135.458,0,5.007,2.520,7.783,27.007,101.595,0.200
490,2,131,328.086,135.385,0,4.949,2.506,7.698,26.588,99.612,0.200
491,2,132,328.074,135.358,0,4.920,2.519,7.765,26.884,100.874,0.200
492,2,133,328.707,135.249,0,5.460,2.704,8.832,32.067,124.949,0.200
493,2,134,328.090,135.268,0,4.879,2.513,7.743,26.837,100.891,0.200
494,2,135,328.060,135.251,0,4.886,2.517,7.766,26.945,101.397,0.200
495,2,136,328.055,135.228,0,4.855,2.522,7.796,27.088,102.059,0.200
496,2,137,328.029,135.245,0,4.837,2.510,7.732,26.799,100.796,0.200
497,2,138,328.063,135.172,0,4.796,2.516,7.767,26.964,101.563,0.200
498,2,139,328.055,135.139,0,4.764,2.523,7.803,27.133,102.290,0.200
499,2,140,328.022,135.112,0,4.739,2.523,7.803,27.133,102.301,0.200
500,2,141,328.052,135.119,0,4.715,2.535,7.875,27.492,104.009,0.200
501,2,142,328.039,135.088,0,4.719,2.522,7.801,27.134,102.335,0.200
502,2,143,328.035,135.055,0,4.694,2.553,7.965,27.880,105.632,0.200
503,2,144,328.006,135.007,0,4.640,2.540,7.905,27.639,104.709,0.200
504,2,145,327.999,135.004,0,4.610,2.537,7.895,27.623,104.743,0.200
505,2,146,328.005,134.928,0,4.629,2.547,7.956,27.922,106.137,0.200
506,2,147,328.054,134.846,0,4.638,2.566,8.029,28.116,106.290,0.200
507,2,148,327.972,134.934,0,4.586,2.549,7.964,27.953,106.255,0.200
508,2,149,328.016,134.788,0,4.625,2.555,7.985,27.973,105.935,0.200
509,2,150,328.003,134.762,0,4.590,2.549,7.950,27.801,105.118,0.200
510,2,151,328.042,134.764,0,4.633,2.547,7.927,27.651,104.298,0.200
511,2,152,328.008,134.720,0,4.599,2.558,7.996,28.003,105.991,0.200
512,2,153,328.000,134.615,0,4.580,2.555,7.978,27.917,105.626,0.200
513,2,154,328.034,134.668,0,4.536,2.548,7.933,27.692,104.541,0.200
514,2,155,328.041,134.615,0,4.461,2.559,7.998,28.011,106.073,0.200
515,2,156,328.041,134.706,0,4.405,2.557,7.983,27.922,105.568,0.200
516,2,157,328.011,134.727,0,4.483,2.548,7.935,27.703,104.577,0.200
517,2,158,327.986,134.652,0,4.474,2.567,8.036,28.170,106.685,0.200
518,2,159,328.011,134.641,0,4.410,2.544,7.915,27.628,104.342,0.200
519,2,160,327.992,134.602,0,4.379,2.543,7.902,27.537,103.851,0.200
520,2,161,328.012,134.602,0,4.347,2.552,7.973,27.942,105.926,0.200
521,2,162,327.974,134.641,0,4.359,2.547,7.930,27.692,104.593,0.200
522,2,163,328.025,134.634,0,4.284,2.549,7.949,27.808,105.242,0.200
523,2,164,328.032,134.657,0,4.280,2.555,7.976,27.910,105.604,0.200
524,2,165,328.002,134.603,0,4.237,2.561,8.009,28.071,106.372,0.200
525,2,166,327.998,134.638,0,4.252,2.531,7.842,27.273,102.701,0.200
526,2,167,328.000,134.538,0,4.248,2.542,7.915,27.671,104.739,0.200
527,2,168,328.045,134.605,0,4.240,2.553,7.967,27.882,105.553,0.200
528,2,169,328.034,134.565,0,4.111,2.546,7.926,27.674,104.575,0.200
529,2,170,327.992,134.576,0,4.133,2.553,7.964,27.864,105.467,0.200
530,2,171,328.007,134.551,0,4.077,2.541,7.902,27.582,104.227,0.200
531,2,172,328.046,134.508,0,4.086,2.547,7.931,27.711,104.797,0.200
532,2,173,328.013,134.491,0,4.069,2.524,7.816,27.213,102.707,0.200
533,2,174,328.020,134.487,0,4.036,2.527,7.820,27.192,102.458,0.200
534,2,175,328.038,134.519,0,3.978,2.531,7.853,27.375,103.405,0.200
535,2,176,328.007,134.473,0,4.030,2.534,7.865,27.427,103.605,0.200
536,2,177,328.025,134.450,0,4.003,2.507,7.714,26.700,100.283,0.200
537,2,178,328.046,134.416,0,3.894,2.542,7.914,27.673,104.807,0.200
538,2,179,327.987,134.362,0,3.915,2.527,7.823,27.218,102.665,0.200
539,2,180,327.986,134.346,0,3.984,2.522,7.792,27.057,101.870,0.200
540,2,181,327.979,134.321,0,3.882,2.513,7.755,26.929,101.486,0.200
541,2,182,327.990,134.295,0,3.842,2.525,7.823,27.255,102.975,0.200
542,2,183,327.990,134.271,0,3.868,2.521,7.800,27.147,102.481,0.200
543,2,184,327.981,134.261,0,3.883,2.504,7.694,26.617,99.955,0.200
544,2,185,327.980,134.284,0,3.852,2.513,7.748,26.875,101.134,0.200
545,2,186,327.995,134.161,0,3.799,2.546,7.926,27.701,104.848,0.200
546,2,187,327.978,134.127,0,3.779,2.551,7.971,27.974,106.312,0.200
547,2,188,327.965,134.112,0,3.757,2.533,7.856,27.373,103.367,0.200
548,2,189,327.996,134.109,0,3.738,2.534,7.874,27.510,104.185,0.200
549,2,190,327.944,134.063,0,3.706,2.538,7.892,27.584,104.492,0.200
550,2,191,327.925,133.995,0,3.703,2.557,8.005,28.134,107.038,0.200
551,2,192,327.997,134.011,0,3.672,2.543,7.930,27.795,105.552,0.200
552,2,193,327.923,134.019,0,3.622,2.549,7.969,28.009,106.663,0.200
553,2,194,327.979,134.072,0,3.619,2.527,7.839,27.356,103.524,0.200
554,2,195,327.955,134.024,0,3.625,2.548,7.958,27.921,106.124,0.200
555,2,196,327.983,133.972,0,3.600,2.543,7.920,27.705,104.971,0.200
556,2,197,327.992,134.011,0,3.593,2.511,7.749,26.938,101.661,0.200
557,2,198,328.021,133.996,0,3.531,2.530,7.854,27.428,103.868,0.200
558,2,199,327.961,133.957,0,3.561,2.537,7.899,27.667,105.065,0.200
559,2,200,328.004,133.980,0,3.582,2.551,7.971,27.985,106.431,0.200
560,2,201,327.908,133.956,0,3.538,2.533,7.875,27.525,104.293,0.200
561,2,202,327.944,133.921,0,3.556,2.563,8.043,28.332,108.008,0.200
562,2,203,327.961,133.939,0,3.512,2.544,7.938,27.837,105.766,0.200
563,2,204,327.945,133.913,0,3.451,2.539,7.909,27.714,105.250,0.200
564,2,205,327.986,133.848,0,3.527,2.554,7.972,27.869,105.262,0.200
565,2,206,328.023,133.795,0,3.452,2.554,7.978,27.948,105.850,0.200
566,2,207,328.011,133.760,0,3.480,2.537,7.875,27.425,103.354,0.200
567,2,208,327.975,133.796,0,3.446,2.567,8.049,28.274,107.289,0.200
568,2,209,327.980,133.750,0,3.451,2.562,8.020,28.125,106.601,0.200
569,2,210,327.984,133.702,0,3.488,2.529,7.840,27.311,103.045,0.200
570,2,211,327.980,133.678,0,3.392,2.550,7.963,27.914,105.870,0.200
571,2,212,327.978,133.678,0,3.428,2.532,7.856,27.377,103.313,0.200
572,2,213,328.016,133.651,0,3.362,2.537,7.882,27.488,103.796,0.200
573,2,214,327.987,133.575,0,3.330,2.533,7.859,27.393,103.436,0.200
574,2,215,327.975,133.609,0,3.324,2.526,7.831,27.302,103.175,0.200
575,2,216,327.949,133.559,0,3.310,2.522,7.805,27.156,102.426,0.200
576,2,217,327.996,133.518,0,3.258,2.549,7.949,27.830,105.489,0.200
577,2,218,327.968,133.550,0,3.314,2.519,7.783,27.036,101.811,0.200
578,2,219,327.967,133.500,0,3.280,2.532,7.845,27.290,102.854,0.200
579,2,220,328.001,133.442,0,3.240,2.519,7.782,27.040,101.904,0.200
580,2,221,327.993,133.467,0,3.253,2.523,7.812,27.207,102.742,0.200
581,2,222,327.977,133.473,0,3.224,2.546,7.932,27.744,105.063,0.200
582,2,223,328.010,133.456,0,3.179,2.518,7.773,26.988,101.636,0.200
583,2,224,327.937,133.393,0,3.193,2.526,7.821,27.230,102.796,0.200
584,2,225,327.979,133.390,0,3.155,2.544,7.924,27.722,105.026,0.200
585,2,226,327.948,133.364,0,3.119,2.531,7.850,27.361,103.377,0.200
586,2,227,327.892,133.357,0,3.148,2.544,7.921,27.693,104.848,0.200
587,2,228,327.958,133.319,0,3.134,2.534,7.863,27.416,103.603,0.200
588,2,229,327.954,133.328,0,3.072,2.512,7.747,26.902,101.411,0.200
589,2,230,327.947,133.229,0,3.024,2.526,7.835,27.343,103.528,0.200
590,2,231,327.978,133.308,0,3.037,2.518,7.779,27.051,102.076,0.200
591,2,232,327.972,133.334,0,3.036,2.517,7.781,27.079,102.277,0.200
592,2,233,327.947,133.266,0,3.040,2.542,7.920,27.734,105.243,0.200
593,2,234,327.979,133.283,0,3.020,2.521,7.803,27.172,102.645,0.200
594,2,235,327.949,133.258,0,3.059,2.533,7.852,27.342,103.184,0.200
595,2,236,327.967,133.124,0,3.005,2.531,7.867,27.512,104.337,0.200
596,2,237,327.933,133.183,0,2.949,2.535,7.881,27.536,104.288,0.200
597,2,238,327.947,133.103,0,2.931,2.532,7.858,27.419,103.733,0.200
598,2,239,327.943,133.125,0,2.913,2.526,7.826,27.271,103.087,0.200
599,2,240,327.964,133.088,0,2.928,2.543,7.924,27.745,105.266,0.200
600,2,241,327.926,133.059,0,2.894,2.555,7.985,28.012,106.374,0.200
601,2,242,327.919,133.030,0,2.884,2.547,7.947,27.863,105.839,0.200
602,2,243,327.933,133.007,0,2.820,2.538,7.912,27.754,105.562,0.200
603,2,244,327.954,132.966,0,2.845,2.564,8.058,28.445,108.716,0.200
604,2,245,327.908,132.943,0,2.856,2.561,8.036,28.329,108.136,0.200
605,2,246,327.857,132.914,0,2.831,2.565,8.064,28.476,108.838,0.200
606,2,247,327.900,132.924,0,2.818,2.561,8.031,28.269,107.711,0.200
607,2,248,328.028,132.807,0,2.833,2.602,8.249,29.242,111.787,0.200
608,2,249,327.961,132.818,0,2.840,2.562,8.023,28.148,106.717,0.200
609,2,250,327.888,132.913,0,2.755,2.575,8.123,28.777,110.315,0.200
610,2,251,327.977,132.820,0,2.765,2.577,8.102,28.517,108.371,0.200
611,2,252,327.967,132.756,0,2.756,2.596,8.221,29.127,111.373,0.200
612,2,253,327.996,132.721,0,2.744,2.547,7.944,27.818,105.412,0.200
613,2,254,327.969,132.676,0,2.737,2.568,8.066,28.401,108.107,0.200
614,2,255,327.938,132.722,0,2.724,2.555,7.996,28.091,106.768,0.200
615,2,256,327.995,132.715,0,2.773,2.588,8.171,28.859,110.004,0.200
616,2,257,327.984,132.698,0,2.708,2.568,8.065,28.397,108.077,0.200
617,2,258,327.982,132.691,0,2.719,2.560,8.017,28.158,106.948,0.200
618,2,259,327.952,132.746,0,2.687,2.573,8.083,28.436,108.066,0.200
619,2,260,327.931,132.725,0,2.656,2.571,8.080,28.460,108.344,0.200
620,2,261,327.982,132.687,0,2.676,2.562,8.025,28.184,107.031,0.200
621,2,262,328.005,132.683,0,2.616,2.556,7.990,28.017,106.263,0.200
622,2,263,327.943,132.719,0,2.641,2.547,7.942,27.787,105.196,0.200
623,2,264,327.949,132.652,0,2.610,2.560,8.017,28.160,106.991,0.200
624,2,265,327.941,132.675,0,2.594,2.529,7.844,27.351,103.334,0.200
625,2,266,327.997,132.585,0,2.550,2.562,8.037,28.294,107.775,0.200
626,2,267,327.987,132.597,0,2.577,2.553,7.979,27.980,106.189,0.200
627,2,268,327.963,132.561,0,2.545,2.520,7.797,27.142,102.473,0.200
628,2,269,327.928,132.576,0,2.536,2.545,7.936,27.803,105.492,0.200
629,2,270,327.977,132.562,0,2.469,2.541,7.911,27.666,104.802,0.200
630,2,271,327.947,132.519,0,2.490,2.575,8.110,28.638,109.307,0.200
631,2,272,327.982,132.573,0,2.464,2.538,7.903,27.664,104.921,0.200
632,2,273,327.946,132.553,0,2.501,2.557,7.999,28.065,106.534,0.200
633,2,274,327.945,132.540,0,2.461,2.552,7.976,28.001,106.416,0.200
634,2,275,327.975,132.517,0,2.449,2.510,7.747,26.932,101.635,0.200
635,2,276,327.983,132.521,0,2.425,2.515,7.775,27.051,102.123,0.200
636,2,277,327.951,132.465,0,2.374,2.498,7.685,26.665,100.519,0.200
637,2,278,328.011,132.392,0,2.395,2.528,7.842,27.362,103.509,0.200
638,2,279,327.923,132.352,0,2.373,2.526,7.827,27.267,102.995,0.200
639,2,280,327.941,132.351,0,2.421,2.523,7.798,27.100,102.141,0.200
640,2,281,327.920,132.312,0,2.340,2.518,7.795,27.168,102.756,0.200
641,2,282,327.895,132.291,0,2.364,2.536,7.889,27.597,104.654,0.200
642,2,283,327.933,132.228,0,2.296,2.543,7.939,27.869,106.027,0.200
643,2,284,327.935,132.273,0,2.309,2.558,8.017,28.219,107.561,0.200
644,2,285,327.848,132.219,0,2.361,2.538,7.897,27.625,104.751,0.200
645,2,286,327.892,132.190,0,2.301,2.544,7.934,27.810,105.622,0.200
646,2,287,327.857,132.103,0,2.300,2.552,7.980,28.035,106.676,0.200
647,2,288,327.862,132.103,0,2.295,2.546,7.942,27.830,105.638,0.200
648,2,289,327.846,132.042,0,2.322,2.553,7.991,28.109,107.106,0.200
649,2,290,327.901,132.024,0,2.284,2.567,8.059,28.406,108.362,0.200
650,2,291,327.856,131.996,0,2.260,2.570,8.090,28.593,109.360,0.200
651,2,292,327.884,131.979,0,2.217,2.574,8.117,28.734,110.053,0.200
652,2,293,327.945,132.019,0,2.186,2.577,8.144,28.917,111.142,0.200
653,2,294,327.876,132.022,0,2.222,2.578,8.137,28.825,110.457,0.200
654,2,295,327.882,132.011,0,2.238,2.558,8.014,28.207,107.544,0.200
655,2,296,327.837,131.950,0,2.215,2.578,8.136,28.816,110.396,0.200
656,2,297,327.871,131.970,0,2.185,2.559,8.034,28.352,108.364,0.200
657,2,298,327.828,131.952,0,2.200,2.564,8.068,28.527,109.194,0.200
658,2,299,327.867,131.862,0,2.237,2.602,8.244,29.198,111.503,0.200
659,2,300,327.875,131.911,0,2.173,2.594,8.235,29.321,112.866,0.200
660,2,301,327.977,131.843,0,2.214,2.584,8.143,28.712,109.250,0.200
661,2,302,327.925,131.774,0,2.217,2.609,8.296,29.505,113.163,0.200
662,2,303,327.884,131.753,0,2.225,2.591,8.188,28.960,110.526,0.200
663,2,304,327.863,131.738,0,2.238,2.592,8.204,29.074,111.230,0.200
664,2,305,327.890,131.714,0,2.190,2.592,8.204,29.065,111.131,0.200
665,2,306,327.860,131.680,0,2.184,2.597,8.221,29.114,111.282,0.200
666,2,307,327.882,131.668,0,2.171,2.591,8.187,28.957,110.561,0.200
667,2,308,327.880,131.658,0,2.159,2.606,8.277,29.412,112.748,0.200
668,2,309,327.837,131.660,0,2.195,2.570,8.080,28.486,108.556,0.200
669,2,310,327.894,131.590,0,2.105,2.600,8.265,29.424,113.089,0.200
670,2,311,327.840,131.549,0,2.146,2.629,8.407,30.014,115.424,0.200
671,2,312,327.910,131.588,0,2.097,2.582,8.151,28.833,110.190,0.200
672,2,313,327.891,131.548,0,2.113,2.636,8.445,30.202,116.309,0.200
673,2,314,327.868,131.590,0,2.126,2.604,8.264,29.338,112.370,0.200
674,2,315,327.874,131.540,0,2.072,2.571,8.087,28.527,108.815,0.200
675,2,316,327.914,131.538,0,2.082,2.606,8.271,29.348,112.347,0.200
676,2,317,327.915,131.554,0,2.043,2.605,8.267,29.345,112.391,0.200
677,2,318,327.873,131.483,0,2.079,2.603,8.263,29.355,112.559,0.200
678,2,319,327.885,131.451,0,2.069,2.613,8.311,29.565,113.471,0.200
679,2,320,327.851,131.486,0,2.054,2.582,8.146,28.801,110.039,0.200
680,2,321,327.908,131.419,0,2.001,2.593,8.219,29.193,112.014,0.200
681,2,322,327.884,131.432,0,2.035,2.616,8.335,29.708,114.240,0.200
682,2,323,327.831,131.340,0,2.005,2.568,8.064,28.411,108.304,0.200
683,2,324,327.821,131.371,0,2.038,2.606,8.278,29.431,112.930,0.200
684,2,325,327.846,131.332,0,1.989,2.587,8.182,29.009,111.180,0.200
685,2,326,327.853,131.420,0,2.033,2.576,8.104,28.568,108.843,0.200
686,2,327,327.751,131.260,0,1.990,2.611,8.291,29.432,112.727,0.200
687,2,328,327.798,131.297,0,1.951,2.626,8.381,29.868,114.701,0.200
688,2,329,327.863,131.327,0,1.969,2.604,8.277,29.451,113.115,0.200
689,2,330,327.787,131.201,0,1.943,2.591,8.206,29.143,111.848,0.200
690,2,331,327.897,131.105,0,1.944,2.619,8.352,29.787,114.620,0.200
691,2,332,327.748,131.189,0,1.920,2.596,8.220,29.143,111.586,0.200
692,2,333,327.799,131.099,0,1.913,2.626,8.403,30.065,116.003,0.200
693,2,334,327.781,131.088,0,1.920,2.580,8.139,28.804,110.212,0.200
694,2,335,327.792,131.101,0,1.920,2.604,8.270,29.398,112.812,0.200
695,2,336,327.717,131.024,0,1.931,2.610,8.303,29.554,113.526,0.200
696,2,337,327.817,131.067,0,1.852,2.616,8.346,29.796,114.792,0.200
697,2,338,327.762,130.992,0,1.868,2.619,8.363,29.887,115.241,0.200
698,2,339,327.751,131.046,0,1.875,2.594,8.226,29.237,112.284,0.200
699,2,340,327.708,130.999,0,1.837,2.621,8.363,29.837,114.808,0.200
700,2,341,327.786,130.998,0,1.833,2.609,8.325,29.752,114.810,0.200
701,2,342,327.711,131.008,0,1.832,2.620,8.367,29.895,115.257,0.200
702,2,343,327.768,130.919,0,1.828,2.632,8.439,30.255,116.965,0.200
703,2,344,327.813,130.950,0,1.807,2.621,8.370,29.908,115.323,0.200
704,2,345,327.767,130.922,0,1.786,2.655,8.570,30.892,119.945,0.200
705,2,346,327.874,130.757,0,1.838,2.649,8.518,30.545,117.853,0.200
706,2,347,327.785,130.901,0,1.779,2.664,8.637,31.259,121.788,0.200
707,2,348,327.794,130.749,0,1.830,2.665,8.612,30.998,119.946,0.200
708,2,349,327.823,130.717,0,1.828,2.635,8.444,30.197,116.260,0.200
709,2,350,327.823,130.679,0,1.812,2.655,8.557,30.743,118.811,0.200
710,2,351,327.884,130.678,0,1.777,2.642,8.476,30.340,116.900,0.200
711,2,352,327.797,130.658,0,1.812,2.644,8.502,30.517,117.923,0.200
712,2,353,327.786,130.624,0,1.781,2.665,8.614,31.014,120.046,0.200
713,2,354,327.789,130.576,0,1.762,2.681,8.706,31.474,122.261,0.200
714,2,355,327.788,130.618,0,1.779,2.661,8.584,30.869,119.388,0.200
715,2,356,327.787,130.535,0,1.764,2.629,8.410,30.045,115.636,0.200
716,2,357,327.802,130.534,0,1.756,2.657,8.574,30.871,119.611,0.200
717,2,358,327.809,130.529,0,1.775,2.664,8.598,30.905,119.448,0.200
718,2,359,327.796,130.547,0,1.728,2.656,8.561,30.781,119.096,0.200
719,2,360,327.791,130.521,0,1.703,2.647,8.502,30.469,117.548,0.200
720,3,0,145.581,311.509,0,25.844,2.454,7.305,24.261,86.959,0.200
721,3,1,145.668,311.504,0,25.860,2.472,7.402,24.722,89.064,0.200
722,3,2,146.022,311.468,0,25.054,2.437,7.222,23.926,85.697,0.200
723,3,3,146.067,311.426,0,24.945,2.436,7.218,23.907,85.609,0.200
724,3,4,146.088,311.350,0,24.916,2.444,7.260,24.103,86.500,0.200
725,3,5,146.082,311.316,0,24.575,2.451,7.305,24.332,87.606,0.200
726,3,6,146.087,311.213,0,24.638,2.457,7.336,24.486,88.319,0.200
727,3,7,146.071,311.125,0,24.459,2.463,7.376,24.694,89.343,0.200
728,3,8,146.074,311.113,0,24.280,2.467,7.398,24.807,89.886,0.200
729,3,9,146.061,311.068,0,24.102,2.470,7.420,24.915,90.400,0.200
730,3,10,146.077,311.049,0,24.024,2.475,7.447,25.041,90.970,0.200
731,3,11,146.075,311.017,0,24.011,2.486,7.512,25.359,92.455,0.200
732,3,12,146.071,311.055,0,23.914,2.477,7.458,25.090,91.176,0.200
733,3,13,146.035,311.001,0,23.706,2.487,7.519,25.400,92.681,0.200
734,3,14,146.032,310.952,0,23.548,2.486,7.505,25.305,92.128,0.200
735,3,15,146.044,310.929,0,23.651,2.485,7.497,25.261,91.895,0.200
736,3,16,146.046,310.908,0,23.475,2.483,7.483,25.182,91.495,0.200
737,3,17,146.018,310.859,0,23.362,2.479,7.461,25.081,91.039,0.250
738,3,18,146.019,310.848,0,23.160,2.486,7.506,25.305,92.104,0.200
739,3,19,146.063,310.907,0,23.269,2.487,7.511,25.330,92.225,0.200
740,3,20,146.086,310.834,0,23.201,2.475,7.440,24.969,90.477,0.250
741,3,21,146.039,310.715,0,23.055,2.474,7.430,24.919,90.229,0.200
742,3,22,145.978,310.713,0,22.914,2.478,7.454,25.039,90.808,0.250
743,3,23,145.986,310.658,0,22.777,2.474,7.435,24.954,90.428,0.200
744,3,24,145.973,310.575,0,22.683,2.478,7.453,25.033,90.786,0.200
745,3,25,145.982,310.533,0,22.605,2.477,7.450,25.026,90.781,0.200
746,3,26,145.965,310.510,0,22.414,2.470,7.416,24.878,90.157,0.200
747,3,27,145.933,310.457,0,22.378,2.480,7.473,25.158,91.484,0.200
748,3,28,145.931,310.417,0,22.251,2.484,7.495,25.263,91.965,0.200
749,3,29,145.947,310.411,0,22.170,2.483,7.487,25.220,91.751,0.200
750,3,30,145.926,310.391,0,22.029,2.481,7.475,25.170,91.544,0.200
751,3,31,145.909,310.319,0,22.033,2.483,7.489,25.247,91.964,0.200
752,3,32,145.621,310.286,0,22.788,2.518,7.667,26.002,94.983,0.200
753,3,33,145.603,310.268,0,22.681,2.519,7.676,26.052,95.245,0.200
754,3,34,145.602,310.276,0,22.503,2.523,7.700,26.170,95.791,0.200
755,3,35,145.620,310.255,0,22.379,2.519,7.672,26.030,95.122,0.200
756,3,36,145.587,310.220,0,22.421,2.525,7.719,26.280,96.390,0.200
757,3,37,145.602,310.178,0,22.176,2.523,7.705,26.209,96.041,0.200
758,3,38,145.584,310.171,0,22.206,2.527,7.727,26.311,96.492,0.200
759,3,39,145.583,310.172,0,22.098,2.533,7.760,26.482,97.338,0.200
760,3,40,145.564,310.124,0,21.973,2.530,7.745,26.412,97.019,0.200
761,3,41,145.603,310.167,0,22.026,2.531,7.750,26.426,97.038,0.200
762,3,42,145.607,310.152,0,21.908,2.529,7.739,26.377,96.838,0.200
763,3,43,145.584,310.149,0,21.904,2.542,7.815,26.753,98.605,0.200
764,3,44,145.589,310.136,0,21.783,2.535,7.775,26.547,97.607,0.200
765,3,45,145.544,310.108,0,21.667,2.541,7.809,26.735,98.561,0.200
766,3,46,145.538,310.119,0,21.603,2.534,7.770,26.536,97.608,0.200
767,3,47,145.568,310.092,0,21.572,2.543,7.820,26.775,98.709,0.200
768,3,48,145.540,310.085,0,21.461,2.535,7.778,26.577,97.813,0.200
769,3,49,145.538,310.107,0,21.367,2.540,7.802,26.683,98.266,0.200
770,3,50,145.562,310.029,0,21.299,2.548,7.854,26.947,99.545,0.200
771,3,51,145.527,309.982,0,21.256,2.544,7.831,26.854,99.210,0.200
772,3,52,145.500,309.983,0,21.059,2.546,7.846,26.949,99.741,0.200
773,3,53,145.544,309.991,0,21.069,2.551,7.873,27.071,100.268,0.200
774,3,54,145.560,309.993,0,21.024,2.550,7.869,27.051,100.160,0.200
775,3,55,145.526,310.030,0,21.027,2.549,7.854,26.944,99.518,0.200
776,3,56,145.563,310.027,0,20.927,2.551,7.869,27.018,99.864,0.200
777,3,57,145.579,310.017,0,20.927,2.564,7.939,27.357,101.427,0.200
778,3,58,145.554,309.975,0,20.808,2.545,7.839,26.902,99.465,0.200
779,3,59,145.553,309.957,0,20.821,2.552,7.874,27.055,100.113,0.200
780,3,60,145.551,309.913,0,20.713,2.544,7.828,26.843,99.160,0.200
781,3,61,145.509,309.889,0,20.640,2.539,7.796,26.670,98.294,0.200
782,3,62,145.556,309.853,0,20.556,2.545,7.831,26.826,98.975,0.200
783,3,63,145.534,309.788,0,20.448,2.529,7.737,26.370,96.838,0.200
784,3,64,145.529,309.775,0,20.450,2.531,7.745,26.396,96.904,0.200
785,3,65,145.520,309.747,0,20.387,2.534,7.764,26.489,97.343,0.200
786,3,66,145.506,309.689,0,20.385,2.525,7.712,26.227,96.079,0.200
787,3,67,145.492,309.641,0,20.235,2.519,7.674,26.051,95.290,0.200
788,3,68,145.499,309.635,0,20.214,2.522,7.693,26.130,95.607,0.200
789,3,69,145.483,309.632,0,20.160,2.522,7.689,26.107,95.491,0.200
790,3,70,145.472,309.511,0,20.024,2.523,7.698,26.161,95.763,0.200
791,3,71,145.469,309.527,0,20.040,2.514,7.644,25.879,94.385,0.200
792,3,72,145.433,309.565,0,19.944,2.516,7.658,25.964,94.834,0.200
793,3,73,145.468,309.494,0,19.886,2.518,7.664,25.976,94.837,0.200
794,3,74,145.448,309.418,0,19.782,2.517,7.662,25.971,94.821,0.200
795,3,75,145.456,309.384,0,19.768,2.515,7.649,25.904,94.500,0.200
796,3,76,145.444,309.378,0,19.691,2.514,7.646,25.909,94.580,0.200
797,3,77,145.416,309.326,0,19.683,2.523,7.699,26.166,95.792,0.200
798,3,78,145.403,309.297,0,19.513,2.520,7.681,26.076,95.365,0.200
799,3,79,145.389,309.234,0,19.448,2.519,7.680,26.093,95.519,0.200
800,3,80,145.380,309.253,0,19.336,2.513,7.649,25.947,94.857,0.200
801,3,81,145.350,309.172,0,19.273,2.524,7.711,26.251,96.293,0.200
802,3,82,145.342,309.141,0,19.293,2.523,7.705,26.210,96.048,0.200
803,3,83,145.356,309.118,0,19.071,2.530,7.742,26.392,96.910,0.200
804,3,84,145.351,309.143,0,19.108,2.521,7.692,26.149,95.773,0.200
805,3,85,145.372,309.102,0,18.966,2.529,7.741,26.397,96.965,0.200
806,3,86,145.349,309.052,0,18.976,2.538,7.796,26.678,98.328,0.200
807,3,87,145.349,309.099,0,18.876,2.527,7.730,26.346,96.753,0.200
808,3,88,145.331,309.070,0,18.751,2.532,7.758,26.485,97.405,0.200
809,3,89,145.313,309.013,0,18.585,2.539,7.805,26.735,98.649,0.200
810,3,90,145.335,308.983,0,18.673,2.535,7.783,26.649,98.374,0.200
811,3,91,145.290,308.981,0,18.592,2.534,7.778,26.624,98.243,0.200
812,3,92,145.253,309.001,0,18.461,2.539,7.807,26.772,98.961,0.200
813,3,93,145.272,309.019,0,18.402,2.537,7.795,26.688,98.440,0.200
814,3,94,145.327,309.033,0,18.427,2.536,7.782,26.605,97.991,0.200
815,3,95,145.358,308.949,0,18.446,2.536,7.786,26.652,98.328,0.200
816,3,96,145.325,308.935,0,18.324,2.531,7.760,26.521,97.716,0.200
817,3,97,145.323,308.934,0,18.142,2.532,7.767,26.566,97.966,0.200
818,3,98,145.307,308.929,0,18.149,2.525,7.725,26.348,96.899,0.200
819,3,99,145.324,308.945,0,18.049,2.537,7.792,26.688,98.526,0.200
820,3,100,145.310,308.939,0,18.001,2.527,7.739,26.431,97.334,0.200
821,3,101,145.344,308.922,0,17.951,2.532,7.767,26.565,97.951,0.200
822,3,102,145.344,308.914,0,17.878,2.531,7.760,26.515,97.669,0.200
